gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GRMZM2G139880,22.21782611,-0.287873365,0.330839633,-0.870129622,0.384229571,0.796171363
GRMZM2G139882,20.95186583,-0.127072081,0.339330496,-0.374478813,0.708048117,0.93089318
GRMZM2G139886,0.162974676,0.008659006,0.133409516,0.064905461,NA,NA
GRMZM2G139892,14.23813081,0.003742618,0.342197239,0.010937021,0.991273694,0.998282471
GRMZM2G139894,5.244805225,0.250117996,0.379185911,0.659618379,0.509498757,0.858486497
GRMZM2G139900,88.47891802,0.167250089,0.298179212,0.560904591,0.57486258,0.885514614
GRMZM2G139903,13.48653596,-0.434730465,0.376623861,-1.154282852,0.248384225,0.697851715
GRMZM2G139920,122.4512277,-0.024461091,0.196546094,-0.124454729,0.900955243,0.980219031
GRMZM2G139931,79.57206855,-0.534912962,0.21231087,-2.51947986,0.011752836,0.227318634
GRMZM2G139941,88.17084045,0.223317294,0.196022666,1.139242203,0.254602148,0.7032421
GRMZM2G139952,85.83512899,0.397614855,0.284916005,1.395551139,0.162849705,0.613723982
GRMZM2G139963,4.694399431,0.615623322,0.403344579,1.526296259,0.1269361,0.563230476
GRMZM2G139965,0.113948508,0.006264682,0.129269721,0.048462099,0.96134797,NA
GRMZM2G139973,26.77975832,0.200598585,0.258030943,0.777420657,0.436910629,0.827528631
GRMZM2G139977,234.0129966,0.037862756,0.117887816,0.321176156,0.7480769,0.940869634
GRMZM2G139994,2.075954141,0.29629543,0.371180443,0.798251729,0.424724424,NA
GRMZM2G140011,16.68282371,-0.151667724,0.311078485,-0.48755453,0.62586541,0.905674408
GRMZM2G140016,69.30302683,0.005430205,0.263386375,0.020616878,0.983551277,0.997343475
GRMZM2G140032,1.490244433,-0.277524854,0.362600312,-0.765374009,0.444048865,NA
GRMZM2G140033,0,NA,NA,NA,NA,NA
GRMZM2G140041,0.132940868,0.112756523,0.132630092,0.850157913,0.395237297,NA
GRMZM2G140047,93.24416083,0.055764755,0.222559023,0.250561644,0.80215304,0.957103579
GRMZM2G140051,95.67697854,0.456103081,0.2929946,1.556694497,0.119543036,0.554367011
GRMZM2G140070,32.15836,0.375879567,0.310119492,1.212047541,0.225494183,0.677501169
GRMZM2G140078,37.13603479,-0.463247439,0.3654834,-1.267492418,0.204979273,0.658152199
GRMZM2G140082,202.1153209,-0.620324637,0.199873963,-3.103579015,0.001911952,0.099736111
GRMZM2G140083,0.41208655,0.109543897,0.209050467,0.524006946,0.600273709,NA
GRMZM2G140085,0.517411877,-0.024324914,0.229492355,-0.105994441,0.915586763,NA
GRMZM2G140094,0.162641635,0.076545915,0.151077148,0.506667723,0.612387981,NA
GRMZM2G140095,61.03846277,0.091205087,0.265826249,0.343100379,0.731522946,0.935922828
GRMZM2G140101,0.174888421,0.007483069,0.135560134,0.055201107,0.955978247,NA
GRMZM2G140107,874.0316743,-0.367770634,0.28886089,-1.273175588,0.202955741,0.655552335
GRMZM2G140116,99.47640723,0.533396943,0.295809957,1.803174408,0.071360828,0.461006339
GRMZM2G140150,408.6293055,0.162841553,0.23437593,0.694787869,0.487188252,0.850495787
GRMZM2G140153,0.527622087,0.081295678,0.284496016,0.285753308,0.775067072,NA
GRMZM2G140156,235.8255824,-0.116695229,0.173249789,-0.673566356,0.500587049,0.85531188
GRMZM2G140160,135.6171986,-0.233185784,0.258930897,-0.900571494,0.367816197,0.789655749
GRMZM2G140170,0.971474852,0.159314059,0.347209476,0.458841333,0.646348111,NA
GRMZM2G140179,27.36331245,0.143563808,0.300785511,0.47729629,0.633151152,0.908606542
GRMZM2G140201,10.58570901,0.320480111,0.399435787,0.802331993,0.422360941,0.820208131
GRMZM2G140209,1.916925994,0.471239937,0.373882015,1.260397446,0.207526022,NA
GRMZM2G140223,2.097129085,-0.582017697,0.329551762,-1.766088866,NA,NA
GRMZM2G140231,2.921162938,0.430111331,0.342986086,1.254019768,0.20983482,0.663411271
GRMZM2G140288,229.9039067,-0.007331711,0.238026535,-0.030802073,0.975427387,0.995872989
GRMZM2G140293,2.841772033,0.242247279,0.386114752,0.627397109,0.530398962,NA
GRMZM2G140298,0.185155929,0.054179275,0.153761528,0.352359108,0.724568965,NA
GRMZM2G140299,28.51491613,0.078782546,0.251365026,0.313418884,0.753962439,0.942347638
GRMZM2G140302,0,NA,NA,NA,NA,NA
GRMZM2G140317,0.093703402,0.006730395,0.130701443,0.051494423,0.958931546,NA
GRMZM2G140328,108.4983693,-0.085058853,0.304327803,-0.279497477,0.779863074,0.950547686
GRMZM2G140339,88.33501556,0.591508892,0.240235399,2.462205376,0.013808557,0.242533683
GRMZM2G140342,4.940606833,-0.161899587,0.400601261,-0.404141482,0.686108682,0.925362435
GRMZM2G140352,73.34220085,0.028059908,0.203401181,0.137953516,0.890277155,0.977515529
GRMZM2G140355,78.72430363,0.77577588,0.275495798,2.815926366,0.004863681,0.152545798
GRMZM2G140394,104.3439255,0.263857255,0.184536131,1.429840614,0.15276277,0.601959121
GRMZM2G140408,0,NA,NA,NA,NA,NA
GRMZM2G140409,0.115267032,0.007725683,0.13131938,0.058831246,0.953086521,NA
GRMZM2G140427,0,NA,NA,NA,NA,NA
GRMZM2G140432,247.6821397,0.23573777,0.243589209,0.967767704,0.333160396,0.764040156
GRMZM2G140443,14.34036238,0.559101449,0.391432049,1.428348678,0.153191523,0.602309717
GRMZM2G140448,0.272568652,-0.034438188,0.190025845,-0.181228967,0.856187858,NA
GRMZM2G140455,2.858686841,-0.728450238,0.387116688,-1.881732977,0.05987228,NA
GRMZM2G140467,0,NA,NA,NA,NA,NA
GRMZM2G140500,74.89698437,-0.018430742,0.202676016,-0.090936966,0.927542677,0.983951755
GRMZM2G140517,0,NA,NA,NA,NA,NA
GRMZM2G140524,0.261463226,-0.026144467,0.20804492,-0.125667415,0.899995196,NA
GRMZM2G140527,0.60288732,0.085797625,0.248988322,0.344584938,0.730406431,NA
GRMZM2G140537,141.6111377,-0.26214001,0.211877932,-1.237221861,0.216004728,0.669383356
GRMZM2G140545,149.0404163,-0.474953273,0.220957152,-2.149526584,0.031592681,0.343717274
GRMZM2G140549,1.074345807,-0.077994059,0.369236963,-0.211230366,0.832707517,NA
GRMZM2G140559,111.1996605,-0.021898894,0.293315412,-0.074659883,0.940485327,0.985391368
GRMZM2G140561,5.739169958,0.032812374,0.401910327,0.081641033,0.93493217,0.984968554
GRMZM2G140577,138.3211378,-0.003293099,0.223513782,-0.014733316,0.98824494,0.997953541
GRMZM2G140582,6.350792463,-0.339489978,0.386302913,-0.878818064,0.37949993,0.794653176
GRMZM2G140587,35.93473348,-0.023250918,0.253259278,-0.091806775,0.926851561,0.983951755
GRMZM2G140590,100.1199308,0.138783598,0.193759496,0.716267333,0.473826294,0.84436558
GRMZM2G140594,3.206272787,-0.081924744,0.385798695,-0.212351013,0.8318332,0.963564714
GRMZM2G140600,2.461402512,0.331538734,0.399168471,0.83057345,0.406214638,NA
GRMZM2G140602,88.93372108,0.39140111,0.228098518,1.715930088,0.086174839,0.495387727
GRMZM2G140609,39.61762555,-0.133441516,0.355132344,-0.375751515,0.707101636,0.93089318
GRMZM2G140612,109.924514,-0.64705264,0.267426775,-2.419550701,0.015539694,0.253534144
GRMZM2G140614,499.3553879,-0.180510082,0.309143348,-0.583904144,0.559284805,0.880434667
GRMZM2G140633,2.167157591,-0.007173595,0.380271885,-0.018864384,0.984949292,NA
GRMZM2G140635,182.9428517,0.050477999,0.196030318,0.257500978,0.796792061,0.955423232
GRMZM2G140646,0,NA,NA,NA,NA,NA
GRMZM2G140651,15.53310767,-0.645219398,0.386488067,-1.669441964,0.095029823,0.511383667
GRMZM2G140665,0.051365775,0.003814255,0.127345089,0.02995212,0.976105239,NA
GRMZM2G140667,665.3108653,0.264504569,0.19167051,1.379996169,0.167587825,0.621591857
GRMZM2G140669,41.2198614,0.144672636,0.273687435,0.528605326,0.597079265,0.894248247
GRMZM2G140674,1.299069373,-0.348368076,0.344724032,-1.010570902,0.312221848,NA
GRMZM2G140689,0.145655972,0.049903356,0.145837739,0.342184102,0.732212349,NA
GRMZM2G140694,2.928181518,0.240880725,0.373945871,0.644159338,0.519472115,0.86343172
GRMZM2G140721,9.462827499,0.503732282,0.400398507,1.258077324,0.208363793,0.661740807
GRMZM2G140726,203.9233667,0.649748563,0.230581873,2.817864881,0.004834415,0.152236659
GRMZM2G140728,0,NA,NA,NA,NA,NA
GRMZM2G140730,0.068333353,0.058731482,0.128555875,0.456855686,0.647774777,NA
GRMZM2G140737,78.86408987,0.262396691,0.210967346,1.243778698,0.213581022,0.667357525
GRMZM2G140739,0.140831172,-0.057742321,0.133819088,-0.4314954,0.666108197,NA
GRMZM2G140752,6.143871304,0.342926607,0.404155647,0.848501338,0.396158828,0.802490228
GRMZM2G140754,85.42331582,-0.534757758,0.268375745,-1.992571118,0.04630843,0.392670882
GRMZM2G140755,0.305334029,0.06550824,0.220831897,0.296643015,0.766739067,NA
GRMZM2G140758,42.21686553,-0.217071369,0.219938971,-0.986961826,0.323661353,0.758934631
GRMZM2G140763,18.69432137,-0.119438294,0.362589476,-0.329403642,0.741850616,0.940033981
GRMZM2G140774,0.122658359,-0.069048991,0.133449076,-0.517418281,0.604864201,NA
GRMZM2G140782,594.6246964,-0.344607401,0.202253876,-1.703835833,0.088411762,0.49973022
GRMZM2G140799,108.6252325,0.043193857,0.274251039,0.157497516,0.874852766,0.974307316
GRMZM2G140803,0.132103454,0.121684316,0.133182451,0.913666286,0.360892225,NA
GRMZM2G140805,1.359668081,0.614092888,0.334849038,1.83393953,0.066662971,NA
GRMZM2G140809,226.9897867,-0.038874911,0.140428288,-0.276831057,0.781909833,0.950911322
GRMZM2G140811,64.79948456,0.409249363,0.236744703,1.728652668,0.083871277,0.492023517
GRMZM2G140817,30.5944808,-0.174387797,0.275449153,-0.633103406,0.526666118,0.866551152
GRMZM2G140822,2.147466576,-0.789809265,0.400950562,-1.969842021,0.048856479,NA
GRMZM2G140824,0.462623266,0.216659226,0.215573019,1.005038695,0.314878218,NA
GRMZM2G140832,33.58403851,-0.172856442,0.278092059,-0.621579928,0.534218123,0.869593121
GRMZM2G140837,69.74373788,-0.066496504,0.184071585,-0.361253499,0.717909952,0.932852725
GRMZM2G140867,174.8080616,0.093704985,0.173079621,0.541398137,0.588233191,0.891872103
GRMZM2G140885,69.91419591,-0.091822577,0.173060215,-0.530581665,0.595708704,0.894211505
GRMZM2G140893,1.805914248,-0.074561103,0.37335112,-0.199707725,0.841709172,NA
GRMZM2G140901,0.842841801,0.00216193,0.263194043,0.008214205,0.993446087,NA
GRMZM2G140908,1.296222025,-0.007905601,0.353241687,-0.022380147,0.982144717,NA
GRMZM2G140909,90.73515322,0.116762263,0.269010543,0.434043446,0.664256892,0.918557799
GRMZM2G140915,23.58989231,-0.51583014,0.402738288,-1.280807302,0.200261359,0.653099645
GRMZM2G140917,877.8276522,0.213875459,0.153236116,1.395724878,0.16279736,0.613723982
GRMZM2G140924,621.0349347,-0.183485061,0.2442477,-0.751225339,0.452517053,0.835728086
GRMZM2G140932,0.03535821,0.003814255,0.127345089,0.02995212,0.976105239,NA
GRMZM2G140949,1.803812685,0.420678396,0.310452371,1.355049713,NA,NA
GRMZM2G140968,0.208678234,0.007347541,0.136460675,0.053843651,NA,NA
GRMZM2G140970,35.01278601,-0.067320617,0.230172712,-0.292478704,0.76992064,0.946459733
GRMZM2G140989,0.708461806,0.00387362,0.259853425,0.014906943,0.988106421,NA
GRMZM2G140991,2.52186861,-0.252031489,0.402228396,-0.626588006,0.530929332,NA
GRMZM2G140994,23.68509823,-0.276271523,0.291423128,-0.948008229,0.343125265,0.771647176
GRMZM2G140996,12.97553947,0.010358914,0.386568093,0.026797126,0.978621546,0.996150573
GRMZM2G140998,142.6835995,-0.142750262,0.166837185,-0.855626175,0.392204587,0.800826327
GRMZM2G141009,92.07936745,-0.094732566,0.315575749,-0.300189627,0.764032517,0.94483484
GRMZM2G141019,0.082384285,-0.122246905,0.129284735,-0.94556333,0.344371355,NA
GRMZM2G141026,5.393865083,-0.26071058,0.401107446,-0.649976916,0.515707133,0.861368789
GRMZM2G141031,0.391094638,-0.132551452,0.304841649,-0.434820677,0.663692595,NA
GRMZM2G141034,0.385364163,-0.179352477,0.266012194,-0.674226525,0.500167309,NA
GRMZM2G141036,1.020135641,0.144979225,0.360246691,0.402444295,0.687357077,NA
GRMZM2G141066,0,NA,NA,NA,NA,NA
GRMZM2G141071,0.032727545,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G141081,11.40385266,-0.043982746,0.402176894,-0.109361692,0.912915616,0.98260662
GRMZM2G141084,4.488997353,-0.054552462,0.40262613,-0.135491608,0.892223199,0.977786546
GRMZM2G141094,0.784987824,-0.088246971,0.318440443,-0.277122373,0.781686143,NA
GRMZM2G141121,0,NA,NA,NA,NA,NA
GRMZM2G141133,0.578269751,0.225988267,0.273196218,0.8272013,0.408122975,NA
GRMZM2G141136,107.6092783,-0.468102186,0.392561336,-1.192430691,0.233092412,0.68348346
GRMZM2G141150,11.35294978,0.121710171,0.389341953,0.312604818,0.754580917,0.942360921
GRMZM2G141152,23.64611821,-0.034900095,0.402573505,-0.086692479,0.930915955,0.983951755
GRMZM2G141185,105.8837754,0.216867486,0.226145793,0.958972011,0.337572845,0.767818536
GRMZM2G141202,2.054093148,0.450460231,0.394015561,1.143254927,0.252932763,NA
GRMZM2G141205,0.347801359,-0.047039864,0.245366168,-0.191712917,0.847967088,NA
GRMZM2G141208,2.035159587,-0.509230529,0.400995565,-1.269915614,0.204114691,NA
GRMZM2G141214,5.83712409,-0.378292039,0.400245325,-0.945150424,0.344582085,0.772860447
GRMZM2G141216,86.34233056,-0.131569645,0.223546794,-0.588555279,0.556159641,0.879128745
GRMZM2G141219,9.831123233,-0.312414534,0.379025091,-0.824258185,0.409792873,0.811199635
GRMZM2G141222,64.38200136,0.332303096,0.163022533,2.038387522,0.041511193,0.377232773
GRMZM2G141241,72.14006089,-0.556732816,0.336207778,-1.655918907,0.097738242,0.514940356
GRMZM2G141244,1.409910241,-0.414359232,0.367910801,-1.126249163,0.260060069,NA
GRMZM2G141252,27.24245352,0.030785738,0.39163035,0.078609174,0.93734349,0.985210941
GRMZM2G141256,0.080255467,-0.056320328,0.129169912,-0.436017393,0.66282411,NA
GRMZM2G141258,277.83141,0.377569132,0.156080059,2.41907349,0.015560096,0.253596845
GRMZM2G141273,187.206016,0.299732403,0.280759199,1.06757821,0.285710817,0.731129503
GRMZM2G141277,50.66449428,-0.554559251,0.403771726,-1.37344746,0.169613284,0.621809076
GRMZM2G141288,3.423576286,0.246059938,0.401602524,0.612695198,0.540077898,0.871239817
GRMZM2G141289,302.5761663,-0.48829924,0.318424354,-1.533485845,0.125156192,0.561334679
GRMZM2G141299,103.1545442,-0.572856629,0.259970708,-2.203542977,0.027556501,0.322737496
GRMZM2G141303,0,NA,NA,NA,NA,NA
GRMZM2G141320,255.6544708,-0.12677827,0.401419776,-0.315824675,0.752135588,0.941984124
GRMZM2G141322,1.256503626,-0.379045793,0.355427134,-1.066451479,0.286219601,NA
GRMZM2G141325,0.364735184,0.2178997,0.224406094,0.97100616,0.331545211,NA
GRMZM2G141332,125.063692,0.083470486,0.236038471,0.353630855,0.723615548,0.934189851
GRMZM2G141350,0.184157995,-0.108462318,0.136714779,-0.793347426,NA,NA
GRMZM2G141353,12.70328395,-0.429624027,0.385025895,-1.115831514,0.264494261,0.713384861
GRMZM2G141355,23.90061817,-0.252696655,0.297893595,-0.848278242,0.396283032,0.802563337
GRMZM2G141376,0.612997266,-0.104410024,0.327194044,-0.31910735,0.74964511,NA
GRMZM2G141379,21.40956707,0.291014762,0.322326081,0.902858253,0.366601129,0.788352547
GRMZM2G141382,0,NA,NA,NA,NA,NA
GRMZM2G141383,3.917849924,-0.263383908,0.403978634,-0.651974845,0.5144174,0.860857242
GRMZM2G141386,0.142275532,-0.04829605,0.133747167,-0.361099609,0.718024986,NA
GRMZM2G141392,36.18331514,-0.936582307,0.287580474,-3.256765994,0.001126893,0.078856297
GRMZM2G141399,0.183534824,-0.049826347,0.187769264,-0.265359443,0.790732576,NA
GRMZM2G141411,100.3813039,0.039907777,0.257798962,0.15480193,0.87697747,0.974969727
GRMZM2G141418,0.099780999,-0.084899794,0.131028278,-0.64795016,0.517017187,NA
GRMZM2G141432,178.3373298,-0.053145871,0.208007038,-0.255500351,0.798336673,0.955744307
GRMZM2G141456,0,NA,NA,NA,NA,NA
GRMZM2G141460,0.525066154,-0.007594365,0.203549262,-0.037309715,NA,NA
GRMZM2G141461,0.248924744,-0.023394522,0.16579142,-0.141108158,0.887784499,NA
GRMZM2G141472,0.133772368,-0.103046275,0.133347608,-0.772764331,0.439661867,NA
GRMZM2G141473,242.0464583,-0.141749452,0.35341705,-0.401082664,0.688359264,0.925995868
GRMZM2G141480,0.779155481,0.17256677,0.289737637,0.595596665,0.551444705,NA
GRMZM2G141491,0.298881901,-0.184572727,0.239078087,-0.772018588,0.440103418,NA
GRMZM2G141499,12.93466259,0.075505296,0.341800853,0.220904353,0.825166908,0.962132726
GRMZM2G141503,36.3279723,-0.201436103,0.257310972,-0.782850812,0.433714725,0.826278334
GRMZM2G141510,45.78579176,0.251424059,0.377122103,0.666691389,0.50496928,0.857779549
GRMZM2G141517,6.989013679,0.520967003,0.379687081,1.372095679,0.170033654,0.621809076
GRMZM2G141526,107.0073641,-1.929763773,0.364814811,-5.289707861,1.23E-07,0.000236402
GRMZM2G141535,27.16398424,-0.29604169,0.358105622,-0.826688196,0.408413813,0.810333159
GRMZM2G141551,7.402873288,0.267424501,0.382654216,0.698867253,0.484634994,0.84962559
GRMZM2G141584,0.199702935,-0.139960102,0.177437339,-0.788786076,0.430237049,NA
GRMZM2G141587,165.3893206,0.561851656,0.209114622,2.686811905,0.007213756,0.178546825
GRMZM2G141596,107.3961461,-0.117883468,0.166440105,-0.708263601,0.478781576,0.847164695
GRMZM2G141600,198.7201565,-0.271414907,0.265218249,-1.023364376,0.306135596,0.745449025
GRMZM2G141605,0.334753302,-0.101657356,0.247227579,-0.411189384,0.680933672,NA
GRMZM2G141607,5.521117641,0.90523683,0.403042121,2.246010486,0.024703336,0.31036821
GRMZM2G141618,0.026204442,0.07138026,0.127345089,0.560526213,0.575120565,NA
GRMZM2G141624,2.29045636,0.281992956,0.397285778,0.709798769,0.477828933,NA
GRMZM2G141632,1.570159257,-0.419407937,0.343956457,-1.219363465,0.22270627,NA
GRMZM2G141634,127.0065448,0.341782142,0.308033719,1.109560805,0.267188329,0.716185769
GRMZM2G141636,68.74076834,-0.180908641,0.250714357,-0.72157272,0.470557216,0.843700327
GRMZM2G141638,0.058097594,-0.047280694,0.128431074,-0.368140608,0.712768393,NA
GRMZM2G141642,6.725147805,-0.799373011,0.391478546,-2.041933126,0.041158165,0.376612265
GRMZM2G141647,10.51968828,0.038674929,0.327982487,0.117917666,0.906132895,0.981352923
GRMZM2G141665,291.0882086,0.162383042,0.296173231,0.54827049,0.583506187,0.889126153
GRMZM2G141667,0.389575337,0.118067289,0.201095828,0.587119533,0.55712343,NA
GRMZM2G141679,159.1652039,0.293478521,0.238124221,1.232459765,0.217777387,0.671090216
GRMZM2G141704,282.6258972,-0.377025457,0.235591712,-1.60033413,0.109524479,0.538872718
GRMZM2G141707,87.02928933,-0.127592789,0.265852515,-0.479938243,0.631271307,0.908104599
GRMZM2G141722,0.166899904,0.034873659,0.134228587,0.259807984,0.795011892,NA
GRMZM2G141723,12.98810812,-0.124355798,0.371567491,-0.334678898,0.737867321,0.93891494
GRMZM2G141725,0.365593985,-0.028187012,0.211592111,-0.13321391,0.894024211,NA
GRMZM2G141731,100.704824,-0.319763143,0.346422698,-0.923043279,0.355984652,0.780906461
GRMZM2G141735,74.87477862,0.433534963,0.240935742,1.79938003,0.071958586,0.462632974
GRMZM2G141738,0,NA,NA,NA,NA,NA
GRMZM2G141756,0.391875728,-0.037747272,0.260168885,-0.145087571,0.884641731,NA
GRMZM2G141760,316.4320423,0.241831587,0.182585881,1.324481313,0.185343245,0.637059335
GRMZM2G141762,0.80350978,0.096988027,0.277599601,0.349381002,NA,NA
GRMZM2G141774,0,NA,NA,NA,NA,NA
GRMZM2G141776,10.83526281,0.240842015,0.347913749,0.692246328,0.488782649,0.851899073
GRMZM2G141784,63.37882238,-0.146566792,0.189790259,-0.772256666,0.439962426,0.829552284
GRMZM2G141785,1.048489227,0.059203693,0.293263993,0.201878494,NA,NA
GRMZM2G141792,0.314934299,0.01543946,0.190782902,0.080926853,0.935500124,NA
GRMZM2G141799,118.9513823,-0.601324599,0.244074451,-2.463693339,0.013751371,0.242380858
GRMZM2G141810,2.897393657,0.65058921,0.350160743,1.85797301,0.063172847,NA
GRMZM2G141814,0.042128911,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G141818,80.93479901,0.632146278,0.274799885,2.300387712,0.021426264,0.29690882
GRMZM2G141819,0.33436314,0.175275083,0.210680065,0.831949063,0.405437697,NA
GRMZM2G141834,5.915164778,0.725614249,0.35353829,2.052434682,0.040127437,0.373690392
GRMZM2G141848,38.39231394,-0.204427945,0.22683026,-0.901237538,0.367462036,0.789378161
GRMZM2G141858,4.46787398,-0.721132144,0.389124342,-1.853217766,0.063851152,0.445271236
GRMZM2G141859,0.180070932,0.105648297,0.136557418,0.773654767,0.439134976,NA
GRMZM2G141873,17.67707533,0.124595554,0.385400458,0.323288546,0.746476728,0.94071074
GRMZM2G141903,61.95859653,0.178564828,0.296495478,0.602251437,0.547006782,0.873974349
GRMZM2G141911,0.751457295,0.781544141,0.336053127,2.325656507,0.020036882,NA
GRMZM2G141922,43.75870268,0.576723184,0.267741674,2.154028454,0.031237941,0.341977516
GRMZM2G141925,20.62078709,0.105036454,0.304989017,0.344394218,0.730549837,0.935922828
GRMZM2G141931,219.5440198,-0.069406441,0.377817893,-0.183703425,0.854246122,0.969582838
GRMZM2G141940,42.46821869,0.157077594,0.27288574,0.575616716,0.56487428,0.881974575
GRMZM2G141941,96.35815779,-0.051712402,0.176550687,-0.292903996,0.769595534,0.946393899
GRMZM2G141948,20.41397951,-0.157971318,0.376903544,-0.4191293,0.675121639,0.921589681
GRMZM2G141955,29.29792475,0.204621174,0.328082383,0.623688391,0.532832249,0.869262307
GRMZM2G141975,5.732597868,0.268601868,0.402782462,0.666865847,0.504857828,0.857779549
GRMZM2G141978,0,NA,NA,NA,NA,NA
GRMZM2G141992,15.5049155,0.152518443,0.395043954,0.38607968,0.699437658,0.928425472
GRMZM2G141999,2.251119173,0.485401233,0.391826596,1.23881645,0.21541348,NA
GRMZM2G142011,2.283274542,-0.303061732,0.353292742,-0.85782043,0.390991627,NA
GRMZM2G142013,108.4150832,0.339814625,0.208318782,1.631224134,0.102843035,0.525772534
GRMZM2G142019,47.19254536,1.53E-05,0.288989824,5.29E-05,0.999957764,0.999991298
GRMZM2G142030,43.42723591,0.46149696,0.259445148,1.778784314,0.07527513,0.470128326
GRMZM2G142037,1.027791985,0.111752627,0.313684365,0.356258198,0.721647211,NA
GRMZM2G142039,81.92413548,-0.157376017,0.351113879,-0.448219299,0.653994936,0.914778682
GRMZM2G142043,36.42889057,0.158709994,0.260990926,0.608105409,0.543117565,0.872193144
GRMZM2G142048,0,NA,NA,NA,NA,NA
GRMZM2G142057,4.165229289,-0.933915505,0.368648975,-2.533346267,NA,NA
GRMZM2G142063,11.23628033,0.117221654,0.393538575,0.297865728,0.765805646,0.944920508
GRMZM2G142068,33.83603874,0.259611183,0.360792636,0.719557878,0.471797254,0.843700327
GRMZM2G142072,436.9705511,-0.209453197,0.171766645,-1.219405531,0.222690312,0.675280543
GRMZM2G142088,338.6049567,0.17955536,0.161486144,1.111893285,0.266184036,0.71485839
GRMZM2G142093,3044.649123,-0.202309112,0.265206584,-0.762835933,0.445561249,0.833300604
GRMZM2G142097,720.4041861,0.117399886,0.247497651,0.474347477,0.635252141,0.909478171
GRMZM2G142109,0.032727545,0.004219969,0.127345089,0.033138062,0.973564491,NA
GRMZM2G142111,43.69210492,-0.024997961,0.234621959,-0.106545701,0.915149398,0.982815978
GRMZM2G142119,2.383088704,0.616117092,0.380881738,1.617607332,0.105747248,NA
GRMZM2G142150,169.6590085,-0.032369761,0.246946923,-0.131079832,0.895712155,0.978400894
GRMZM2G142157,334.7605215,0.103151844,0.20857828,0.49454739,0.620919647,0.903928967
GRMZM2G142168,70.87673106,-0.188279119,0.183860675,-1.02403148,0.305820406,0.745385889
GRMZM2G142179,4.513433591,0.033652138,0.397068148,0.084751542,0.932458919,0.984184316
GRMZM2G142196,0,NA,NA,NA,NA,NA
GRMZM2G142207,33.3297584,0.431805524,0.339552369,1.271690505,0.203483106,0.656249373
GRMZM2G142214,0,NA,NA,NA,NA,NA
GRMZM2G142217,42.38121624,-0.21052834,0.289375769,-0.727525809,0.466903911,0.842272226
GRMZM2G142241,0,NA,NA,NA,NA,NA
GRMZM2G142249,140.4839479,0.206800984,0.257220637,0.803982863,0.421406872,0.819775066
GRMZM2G142261,0,NA,NA,NA,NA,NA
GRMZM2G142266,2.033791589,0.301271726,0.395084954,0.762549225,0.445732276,NA
GRMZM2G142315,129.5369627,-0.905675024,0.386251407,-2.344781164,0.01903825,0.280731512
GRMZM2G142334,65.66908715,-0.09735021,0.215973473,-0.450750773,0.652169185,0.914021109
GRMZM2G142342,0.454765572,0.128896359,0.264720889,0.486914196,0.626319139,NA
GRMZM2G142344,40.39730395,-0.201053879,0.328785737,-0.611504263,0.540865797,0.871239817
GRMZM2G142345,33.76927376,0.26573471,0.305776761,0.869048089,0.384820828,0.796368581
GRMZM2G142352,0.032675304,-0.062615076,0.127345089,-0.491696044,0.622934235,NA
GRMZM2G142357,2.820924456,-0.172609388,0.373403317,-0.46225992,0.643894938,NA
GRMZM2G142363,50.1344924,0.511755494,0.267884305,1.91036012,0.056086862,0.422222422
GRMZM2G142366,0,NA,NA,NA,NA,NA
GRMZM2G142379,9.196821781,-0.522640005,0.376781687,-1.387116262,0.165406314,0.617383785
GRMZM2G142383,1346.912494,-0.103327471,0.281106068,-0.367574672,0.713190403,0.931852401
GRMZM2G142390,0.365314629,-0.137355208,0.267914159,-0.512683647,0.60817263,NA
GRMZM2G142409,64.48852003,-0.225268824,0.338137682,-0.666204438,0.505280437,0.857779549
GRMZM2G142413,199.1697383,0.072806154,0.331915718,0.219351328,0.826376381,0.962132726
GRMZM2G142437,78.78252173,0.296351992,0.260655924,1.136947082,0.255560408,0.704011101
GRMZM2G142443,64.59729865,-0.016457013,0.235349126,-0.069925959,0.944252591,0.985809614
GRMZM2G142456,55.46291011,0.11070722,0.2323847,0.476396339,0.633792043,0.908777438
GRMZM2G142502,66.79326116,0.297089573,0.275511298,1.078320835,0.280890602,0.725777385
GRMZM2G142507,872.8691547,-0.322964486,0.277014464,-1.165875895,0.243664626,0.693930236
GRMZM2G142544,814.3426867,-0.177391653,0.275031733,-0.644986129,0.518936175,0.863036135
GRMZM2G142549,434.9900223,-0.322142375,0.291782278,-1.104050518,0.269571224,0.718086541
GRMZM2G142553,35.35313585,0.205913058,0.292443687,0.704111825,0.481363137,0.8487041
GRMZM2G142557,122.8389234,-0.056936534,0.190369892,-0.29908371,0.764876176,0.944920508
GRMZM2G142565,45.30334937,0.210076768,0.260413586,0.80670433,0.419836849,0.818343841
GRMZM2G142584,0.382597871,-0.023385697,0.205500031,-0.113798996,0.909397135,NA
GRMZM2G142597,202.337197,0.181343085,0.240425611,0.754258604,0.450693954,0.835229492
GRMZM2G142609,8.97250142,0.34054781,0.403851,0.843251125,0.399088011,0.804672116
GRMZM2G142620,5.593761208,0.342234476,0.394236892,0.86809348,0.38534316,0.796822633
